winery,wine_name,wine_type,wine_country,average_rating,num_of_ratings,wine_price,grapes,alcohol_content,reviews
Château Roumieu,Sauternes 2016,Dessert wine,France,3.9,258,28.99,100% Sémillon,,"What can I say, I am a sucker for Sauternes Honeysuckle blossom lemon lime peach vanilla clove smoke cedar almond marmalade ginger toast nutty mushroom hay honey,4.0 I can't drink much but this was a perfect conclusion to my $700 dinner at Mama's Fish House on Maui. Intoxicating nose of honey and citrus. Holds up even with other sweet deserts.,Wset2, day1, wine14. Medium gold in colour. I must have been exhausted by this point because I wrote very little down other than I liked it. Apricot, oak, toast, cloves."
Lustau,Oloroso Pata de Gallina Almacenista Juan García Jarana N.V.,Fortified Wine,Spain,4.0,366,38.99,100% Palomino,,"Valentine’s Day/Anniversary dinner at the CIA wine number four: beautiful sherry. Caramel, oak, leather, overripe tangerine, toffee. Loved it!,Oloroso Jerezes are which I like best. More smoothness, less harsh alcohol perception, even though from an ABV point of view that's not right. Smooth nose of golden brown raisin, vanilla, white chocolate. Smoothness in the mouth, crisp bone dry acidity, steely alcoholic burn. Jerez starts on the aftertaste : Nuts, green olives, toasted caramel, toffee, date, hazelnut, walnut, sweet straw, iodine, salt, minerals, chalk, stones and an eternal finish in remarkable smoothness in fortified Jerez terms."
De Kleine Wijn Koöp,Hoendertande Grenache 2019,Red wine,South Africa,4.3,42,27.99,Grenache,,"Great example of what Grenache could be. Perfect around sunset. Lovely red fruit with just a bit of musk.,A new favorite!,Really nice! Light and cherry notes; very easy to drink"
Château Sainte Marguerite,Love Provence Rosé 2018,Rosé wine,France,4.1,36,32.99,100% Grenache,,"Rich and fruit forward rose from the south of France Rose petal notes and a light salmon color the wine expression is young and fresh Light bodied mouthfeel with a balance of fruit, minerality and acidity The palate starts with tropical fruit and field strawberry. Touch of saline completes the profile 89pts,Nice rose, act almost like a Sauvignon Blanc: green peppers,Well balanced Rose. Fruity and fresh. A must have"
Château Simon,Sauternes 2015,Dessert wine,France,4.0,91,27,"Sauvignon Blanc, Sémillon, Muscadelle",,"Melon, caramel, hazelnuts and a bit of minerality on the nose - more than I expected. Orange and fried apricot forward on the tongue.,4.3 - Colour: gold - amber. On the nose ripe honey melon, ripe stone fruit and a flowery bouquet as well as hints of vanilla, honey and dried fruit. On the palate candied fruit, honey and dried fruit. Long finish. Sweetness: sweet. Acidity: low-medium. Alcohol: high. Body: full. Good QPR.,Medium good colour. Medium medium bodied with medium acidity. Aromas of apricot, honey, butter, marmalade. Medium finish"
Ferreira,Ruby Port N.V.,Fortified Wine,Portugal,3.8,5822,18.99,"Tinta Amarela, Tinta Cão, Touriga Nacional, Tinta Roriz, Tinta Barroca",19.5,"A deep claret color with aromas of raisins, figs, and dates. Lovely smooth flavors of raisins, licorice, and plums. A cozy and warm finish. Great for a chilly evening.,Always surprised how good port is especially for the price. This one has some body to it in the beginning, like tannins. Afterwards smooth and soft sweetness. Just a good wine (3.8),Nice Port. Riped fruity on the nose. Deep red color, opaque, clean and brilliant. The palate is good and persistent. But, it should get better in a couple of years. Still not like a perfect velvet on the mouth."
Taylor's,Late Bottled Vintage Port 2016,Fortified Wine,Portugal,3.8,364,22.99,"Tinta Amarela, Touriga Francesa, Touriga Nacional, Tinta Roriz, Tinta Barroca",,"Dark ruby red wine. Hinds of chocolate raisin plum oak blackberry fig. Light acidity body tannic. High sweetness. Long finish. Does not go well after pizza.,Reliable and good tawny Port wine from a big, good house. Almost brown and clear in hue and appearance. Nice rich almost toffee aroma and similar taste at mid palate. Pleasant level of sweetness and caramel/toffee tastes. Always can count on this baby. The 20 year old is better, but not enough to justify the almost double cost of this workhorse. 4*. Accessibly priced and tasty too. One of the better values around.,This wine is a clear deep ruby. The nose is clean & pronounced. Aromas of ripe blackberry, blackcurrant, black cherry, vanilla, clove, cedar, raisin & fig. The palate is sweet with high acidity and med alcohol. The tannins are med + and grippy. The body is full and the finish is med +. It has pronounced intensity that follows from the nose. Very good quality wine with nice clear fruit on the nose and tannin with acid structure on the palate. Needs time to show its best. Drinking now, should age."
Ramos Pinto,Late Bottled Vintage Port 2012,Fortified Wine,Portugal,3.8,248,23.99,"Tinta Francisca, Touriga Nacional",19.2,"A lot going on here - aromas and tastes of blackberries, black plum, black cherries, chocolate, coffee and more. Dessert wine from our Alsatian dinner last wine.,A very elegant, “classy” LBV - retains a remarkable amount of tart “red wine” flavors while still bringing that raisin taste common to Ports. There’s more going on under the surface here, too, with subtle notes of coffee ice cream and candied nuts. There’s a bit of an odd aftertaste, though - not sure whether that is a result of the vintage, from over aging, or something else. But the positives here are enough that I’ll likely seek out this producer again.,Port madness day wine #3: Deep ruby in colour. Medium+ intensity on the nose with cooked cherry, red plum, black plum, hazelnut, almond, raisin, jam, fig, prune and raisins. On the palate is is sweet, medium+ acidity, medium tannins, high alcohol and full body. Medium+ intensity and long finish."
Klinker Brick,Old Ghost Old Vine Zinfandel 2017,Red wine,United States,4.4,106,34.67,100% Zinfandel,15.9,"One of my favorite wineries and an excellent Zinfandel every time. Rich red fruit scents are laced with dark chocolate before integrating into a full bodied wave of cherry, raspberry and pomegranate fruit. Secondary notes of cigar smoke, dried herbs and an added exotic kick to the spices. Moderate tannins are silky while the acidity lingers at the higher end but not dominating. The finish is silky with the red fruit and cigar smoke lingering a fair length. Excellent!,My fav winery in Lodi. Best service and delish wines. This is their #1 wine. Def worth the price. Dark smooth Zin with dark cherry and a silky tobacco finish. Yummy oak and dark fruit red,Great, fruity Zin with a lot to taste: blueberry, multi berry jam, smoke, ripe black cherry, licorice, blackberry, cranberry bitterness. Great winter evening wine to catchup with friends. Cheers!"
Chateau Ste. Michelle,Harvest Select Sweet Riesling 2016,Dessert wine,United States,4.1,518,9.95,100% Riesling,10.5,"Great clean sweet after dinner or desert wine. Nice fruity taste with taste of apples, pears, and tropical fruit. I like it with dark chocolate.,What a lovely soft yet full bodies taste. peach honey Recommend to keep one in the cellar at all times, well at least one.,total dessert vibes... delicious. could go w a super spicy meal as well. peach honey apple. don’t sleep on target’s wine selection!"
Georg Albrecht Schneider,Niersteiner Hipping Riesling Spätlese 2014,Dessert wine,Germany,3.7,25,19.99,100% Riesling,,"Got quite a few of these, I’ll definitely be holding on to one to age.,Very nice sweet Riesling with apricot, pear and white grapes, profile. We enjoyed this with a salty fish dish which was perfect and brought balance to the meal.,Crisp apple, nicely sweet, but clean finish"
Catena,Appellation Lunlunta Malbec 2018,Red wine,Argentina,4.2,1508,19.95,100% Malbec,,"Dark purple red colour blackberry blueberry clove plum It needs time to open up and flourish 3hrs breathing was required for full savoury Full body full finish,Maybe a little generous, but it’s Malbec World Day and it’s definitely a 4.3 or 4.4. Dark plum purple in colour, and I can smell chocolate and plum as I pour into the glass. Smooth, soft and you can really taste the chocolate and black fruit from the first sip. Long finish which only got better after letting it sit for 30-45 minutes.,A real taste bomb ! Powerful nose & intense dark purple color. Dark fruits & chocolate, leather & tobacco in the background. Subdued tannins give round mouthfeel, suggesting high viscosity. Long lingering aftertaste. A gem !"
Piattelli,Malbec Grand Reserve 2018,Red wine,Argentina,4.4,102,27.99,100% Malbec,,"Muy agradable. Un sabor a ciruela y color intenso.,Great Malbec with spicy and peppery notes!"
Matthews,Sauvignon Blanc 2019,White wine,United States,4.2,30,20.39,100% Sauvignon Blanc,,"Pineapple and citrus nose. Tad of grass. Lemony citrus, tart pear tastes The color is light yellow. Light body, very slick. Crisp.,Melon and papaya on the nose. Medium bodied, definitely not crisp enough to say it carries grapefruit or lemon, but has soft notes of sweetened mandarin oranges. Long finish. Good but not outstanding.,This Washington state SB had an intense nose of citrus, peach and a touch of gooseberry with some herbal notes as you hypnotically swirl. Love the elegant feel on the palate and some nice minerality on the finish. Very Bordeaux-like."
Henriot,Souverain Brut Champagne N.V.,Sparkling wine,France,4.0,9914,35.65,"50% Chardonnay, 45% Pinot Nero, 5% Pinot Meunier",,"Pretty nose of brioche, d'Anjou pear and toast. Not the most delicate mousse, but, it is a nicely balanced Champagne that finishes clean, with a vibrant lemon zest note.,2200th wine review 🍷🥂🎊👊. Been a fun journey so far. Lightly floral and delicate. A bit weak on the finishing but as a 2200th wine review. This will do and it is on sales 😁."
Quinta do Portal,Reserva Moscatel Do Douro 2007,Dessert wine,Portugal,4.3,110,,Moscatel Galego,,"Great way to end a super dinner tonight at Ferreira Cafe in Montreal. Caramel and molasses. Burnt orange notes. Rich mouth feel. Lovely long finish.,My first Moscatel from Portugal! Toffee, dried apricot, orange in syrup, hay and caramel on the nose. Nutty, dried oranges dipped in chocolate, caramel and molasses on the palate. Long finish. Very good.,Nice „Porto”, sweet but layered :)"
Flowers,Sonoma Coast Chardonnay 2018,White wine,United States,4.2,196,35.54,100% Chardonnay,,"This is a treat. Refreshing. Light. Date nose. oak vanilla butter apple citrus. The PN you need in these twisted times 🦈,Such balanced acidity lemon zest,hazelnut. There is butter, but just a hint,Oak, apple, pear and butter, what a great chardonnay"
Buena Vista,Chateau Buena Vista Cabernet Sauvignon Napa Valley 2018,Red wine,United States,4.3,451,60,100% Cabernet Sauvignon,,"A lovely surprise! A beautiful, soft Napa Cab of exceptional quality under $40. Needs a couple hours to open up and reach its best.,Beautiful bouquet, Cherry, BlackBerry, Plum, Vanilla, Graphite, Dark Chocolate, Peppery Spice, nice acidity, great mouthfeel, lingering finish, wonderful balance.,4.6 The 2018 Buena Vista is a barn burner! Full bodied, high alcohol and enticing acidity. Powerful fruit, yet ripe and elegant. Blackberry and black currant. Lingering finish.,217 ratings"
Rodney Strong,Rosé of Pinot Noir 2019,Rosé wine,United States,3.9,217,17.29,100% Pinot Noir,12.5,"3.8 Pale salmon 🍷 Light red fruits out of the glass. White peach, grapefruit, citrus, chalk and flower. Acidic all over the palate. It’s refreshing and really good! 🥂,Strawberry and jasmine on the nose...just like the bottle says. Strawberry and citrus on the palate with a little bubbly kick. Great for a hot summer day!,Nice refreshing rose made from Pinot Noir. Rose gold color. Light melon and floral aromas on the nose. A little bubbly tingle on the tongue when you first sip it. Good balance with acidity, citrus, strawberry and peach flavors."
Rombauer Vineyards,Chardonnay 2019,White wine,United States,4.4,1001,34.99,100% Chardonnay,14.5,"Delicious peach, apricot and oak without being overly oaked. Soft and buttery but with a lot of depth. Top of the heap Chardonnay,This is the flagship Of Chardonnay’s. Lovely, well balanced, oaky deliciousness. Perfect for drinking while dealing with relatives you don’t like during the Holidays.,Oh my goodness! Strong oak on the nose, maybe a creamy cedar too Full bodied, oak, cream and butter, long and lingering finish, very pronounced flavors, bold, spices, butterscotch"
Cloudy Bay,Late Harvest Riesling 2008,Dessert wine,New Zealand,4.0,223,34.99,100% Riesling,,"Reasonalbe price, but it worths much! Really nice Riesling wine. Sweet but not too much, complicated nose and full body. Great.,My 3rd white wine for the evening and a ✅ for Wine Discovery Day! Honey, orange marmalade, pineapple, ginger, almond and amaretto. Full body, high acidity I bought a .375ml bottle and it was only half full. I'm not sure on the quality but it ended up being free through Vivino.,I'm late to quality Rieslings and I've just received a gift of several of these = late harvest couldn't be more appropriate! I've always been intrigued by the infamous petroleum note I hear of & holy Petroleum-musk, batman, this is it! Someone once told me the most off-the-wall note he's ever heard was ""the anal scent glands of a ferret""& for what it's worth that popped into my head. Certainly has a musty, sexual quality like someone used poo-pouri (look it up) on buck urine (thanks grandpa ->"
